"Tiempo (s) Run #1,""Voltaje (V) Run #1"",""Tiempo (s) Run #2"",""Voltaje (V) Run #2"",""Tiempo (s) Run #3"",""Voltaje (V) Run #3"",""Tiempo (s) Run #4"",""Voltaje (V) Run #4"""
,,1143.700,0.000,,,,
,,1143.800,0.000,,,,
,,1143.900,-6.104E-4,,,,
,,1144.000,-6.104E-4,,,,
,,1144.100,0.000,,,,
,,1144.200,-0.001,,,,
,,1144.300,-6.104E-4,,,,
,,1144.400,0.000,,,,
,,1144.500,0.000,,,,
,,1144.600,-0.001,,,,
,,1144.700,-6.104E-4,,,,
,,1144.800,-0.001,,,,
,,1144.900,-6.104E-4,,,,
,,1145.000,0.000,,,,
,,1145.100,-6.104E-4,,,,
,,1145.200,-6.104E-4,,,,
,,1145.300,-0.003,,,,
,,1145.400,-0.002,,,,
,,1145.500,-0.002,,,,
,,1145.600,-0.002,,,,
,,1145.700,-0.002,,,,
,,1145.800,-0.002,,,,
,,1145.900,-0.002,,,,
,,1146.000,-0.002,,,,
,,1146.100,-0.003,,,,
,,1146.200,-0.002,,,,
,,1146.300,-0.002,,,,
,,1146.400,-0.004,,,,
,,1146.500,-0.002,,,,
,,1146.600,-0.003,,,,
,,1146.700,-0.002,,,,
,,1146.800,-0.004,,,,
,,1146.900,-0.002,,,,
,,1147.000,-0.002,,,,
,,1147.100,-0.005,,,,
,,1147.200,-0.004,,,,
,,1147.300,-0.004,,,,
,,1147.400,-0.004,,,,
,,1147.500,-0.004,,,,
,,1147.600,-0.003,,,,
,,1147.700,-0.005,,,,
,,1147.800,-0.005,,,,
,,1147.900,-0.007,,,,
,,1148.000,-0.004,,,,
,,1148.100,-0.005,,,,
,,1148.200,-0.005,,,,
,,1148.300,-0.007,,,,
,,1148.400,-0.007,,,,
,,1148.500,-0.005,,,,
,,1148.600,-0.007,,,,
,,1148.700,-0.005,,,,
,,1148.800,-0.005,,,,
,,1148.900,-0.005,,,,
,,1149.000,-0.005,,,,
,,1149.100,-0.006,,,,
,,1149.200,-0.005,,,,
,,1149.300,-0.006,,,,
,,1149.400,-0.007,,,,
,,1149.500,-0.007,,,,
,,1149.600,-0.007,,,,
,,1149.700,-0.007,,,,
,,1149.800,-0.007,,,,
,,1149.900,-0.007,,,,
,,1150.000,-0.007,,,,
,,1150.100,-0.006,,,,
,,1150.200,-0.008,,,,
,,1150.300,-0.007,,,,
,,1150.400,-0.007,,,,
,,1150.500,-0.007,,,,
,,1150.600,-0.007,,,,
,,1150.700,-0.007,,,,
,,1150.800,-0.007,,,,
,,1150.900,-0.007,,,,
,,1151.000,-0.007,,,,
,,1151.100,-0.006,,,,
,,1151.200,-0.006,,,,
,,1151.300,-0.007,,,,
,,1151.400,-0.004,,,,
,,1151.500,-0.004,,,,
,,1151.600,-0.002,,,,
,,1151.700,-0.001,,,,
,,1151.800,0.000,,,,
,,1151.900,0.000,,,,
,,1152.000,0.000,,,,
,,1152.100,0.000,,,,
,,1152.200,0.000,,,,
,,1152.300,0.000,,,,
,,1152.400,6.104E-4,,,,
,,1152.500,0.000,,,,
,,1152.600,0.002,,,,
,,1152.700,0.004,,,,
,,1152.800,0.005,,,,
,,1152.900,0.005,,,,
,,1153.000,0.005,,,,
,,1153.100,0.005,,,,
,,1153.200,0.005,,,,
,,1153.300,0.007,,,,
,,1153.400,0.009,,,,
,,1153.500,0.009,,,,
,,1153.600,0.010,,,,
,,1153.700,0.010,,,,
,,1153.800,0.010,,,,
,,1153.900,0.010,,,,
,,1154.000,0.012,,,,
,,1154.100,0.012,,,,
,,1154.200,0.013,,,,
,,1154.300,0.013,,,,
,,1154.400,0.015,,,,
,,1154.500,0.014,,,,
,,1154.600,0.014,,,,
,,1154.700,0.015,,,,
,,1154.800,0.015,,,,
,,1154.900,0.015,,,,
,,1155.000,0.015,,,,
,,1155.100,0.016,,,,
,,1155.200,0.016,,,,
,,1155.300,0.016,,,,
,,1155.400,0.016,,,,
,,1155.500,0.016,,,,
,,1155.600,0.018,,,,
,,1155.700,0.017,,,,
,,1155.800,0.017,,,,
,,1155.900,0.018,,,,
,,1156.000,0.018,,,,
,,1156.100,0.019,,,,
,,1156.200,0.018,,,,
,,1156.300,0.019,,,,
,,1156.400,0.019,,,,
,,1156.500,0.019,,,,
,,1156.600,0.019,,,,
,,1156.700,0.019,,,,
,,1156.800,0.020,,,,
,,1156.900,0.019,,,,
,,1157.000,0.020,,,,
,,1157.100,0.020,,,,
,,1157.200,0.020,,,,
,,1157.300,0.020,,,,
,,1157.400,0.020,,,,
,,1157.500,0.020,,,,
,,1157.600,0.020,,,,
,,1157.700,0.020,,,,
,,1157.800,0.020,,,,
,,1157.900,0.020,,,,
,,1158.000,0.020,,,,
,,1158.100,0.020,,,,
,,1158.200,0.020,,,,
,,1158.300,0.020,,,,
,,1158.400,0.020,,,,
,,1158.500,0.020,,,,
,,1158.600,0.020,,,,
,,1158.700,0.020,,,,
,,1158.800,0.020,,,,
,,1158.900,0.020,,,,
,,1159.000,0.020,,,,
,,1159.100,0.020,,,,
,,1159.200,0.020,,,,
,,1159.300,0.020,,,,
,,1159.400,0.020,,,,
,,1159.500,0.020,,,,
,,1159.600,0.020,,,,
,,1159.700,0.020,,,,
,,1159.800,0.020,,,,
,,1159.900,0.020,,,,
,,1160.000,0.020,,,,
,,1160.100,0.020,,,,
,,1160.200,0.020,,,,
,,1160.300,0.019,,,,
,,1160.400,0.020,,,,
,,1160.500,0.020,,,,
,,1160.600,0.020,,,,
,,1160.700,0.020,,,,
,,1160.800,0.020,,,,
,,1160.900,0.020,,,,
,,1161.000,0.020,,,,
,,1161.100,0.020,,,,
,,1161.200,0.020,,,,
,,1161.300,0.020,,,,
,,1161.400,0.019,,,,
,,1161.500,0.020,,,,
,,1161.600,0.020,,,,
,,1161.700,0.019,,,,
,,1161.800,0.019,,,,
,,1161.900,0.020,,,,
,,1162.000,0.019,,,,
,,1162.100,0.018,,,,
,,1162.200,0.019,,,,
,,1162.300,0.019,,,,
,,1162.400,0.020,,,,
,,1162.500,0.019,,,,
,,1162.600,0.017,,,,
,,1162.700,0.018,,,,
,,1162.800,0.018,,,,
,,1162.900,0.017,,,,
,,1163.000,0.017,,,,
,,1163.100,0.018,,,,
,,1163.200,0.018,,,,
,,1163.300,0.018,,,,
,,1163.400,0.018,,,,
,,1163.500,0.016,,,,
,,1163.600,0.015,,,,
,,1163.700,0.016,,,,
,,1163.800,0.016,,,,
,,1163.900,0.016,,,,
,,1164.000,0.016,,,,
,,1164.100,0.016,,,,
,,1164.200,0.015,,,,
,,1164.300,0.015,,,,
,,1164.400,0.015,,,,
,,1164.500,0.015,,,,
,,1164.600,0.015,,,,
,,1164.700,0.015,,,,
,,1164.800,0.015,,,,
,,1164.900,0.016,,,,
,,1165.000,0.015,,,,
,,1165.100,0.015,,,,
,,1165.200,0.015,,,,
,,1165.300,0.015,,,,
,,1165.400,0.015,,,,
,,1165.500,0.015,,,,
,,1165.600,0.015,,,,
,,1165.700,0.014,,,,
,,1165.800,0.015,,,,
,,1165.900,0.014,,,,
,,1166.000,0.015,,,,
,,1166.100,0.015,,,,
,,1166.200,0.014,,,,
,,1166.300,0.014,,,,
,,1166.400,0.015,,,,
,,1166.500,0.013,,,,
,,1166.600,0.014,,,,
,,1166.700,0.013,,,,
,,1166.800,0.014,,,,
,,1166.900,0.014,,,,
,,1167.000,0.013,,,,
,,1167.100,0.012,,,,
,,1167.200,0.013,,,,
,,1167.300,0.013,,,,
,,1167.400,0.012,,,,
,,1167.500,0.012,,,,
,,1167.600,0.012,,,,
,,1167.700,0.012,,,,
,,1167.800,0.012,,,,
,,1167.900,0.012,,,,
,,1168.000,0.010,,,,
,,1168.100,0.010,,,,
,,1168.200,0.011,,,,
,,1168.300,0.010,,,,
,,1168.400,0.010,,,,
,,1168.500,0.010,,,,
,,1168.600,0.010,,,,
,,1168.700,0.011,,,,
,,1168.800,0.010,,,,
,,1168.900,0.010,,,,
,,1169.000,0.010,,,,
,,1169.100,0.010,,,,
,,1169.200,0.010,,,,
,,1169.300,0.010,,,,
,,1169.400,0.010,,,,
,,1169.500,0.010,,,,
,,1169.600,0.010,,,,
,,1169.700,0.010,,,,
,,1169.800,0.010,,,,
,,1169.900,0.010,,,,
,,1170.000,0.010,,,,
,,1170.100,0.010,,,,
,,1170.200,0.009,,,,
,,1170.300,0.010,,,,
,,1170.400,0.009,,,,
,,1170.500,0.009,,,,
,,1170.600,0.010,,,,
,,1170.700,0.009,,,,
,,1170.800,0.009,,,,
,,1170.900,0.009,,,,
,,1171.000,0.009,,,,
,,1171.100,0.009,,,,
,,1171.200,0.009,,,,
,,1171.300,0.009,,,,
,,1171.400,0.008,,,,
,,1171.500,0.008,,,,
,,1171.600,0.007,,,,
,,1171.700,0.007,,,,
,,1171.800,0.007,,,,
,,1171.900,0.007,,,,
,,1172.000,0.006,,,,
,,1172.100,0.005,,,,
,,1172.200,0.005,,,,
,,1172.300,0.005,,,,
,,1172.400,0.005,,,,
,,1172.500,0.005,,,,
,,1172.600,0.005,,,,
,,1172.700,0.005,,,,
,,1172.800,0.005,,,,
,,1172.900,0.005,,,,
,,1173.000,0.005,,,,
,,1173.100,0.005,,,,
,,1173.200,0.005,,,,
,,1173.300,0.005,,,,
,,1173.400,0.005,,,,
,,1173.500,0.005,,,,
,,1173.600,0.004,,,,
,,1173.700,0.005,,,,
,,1173.800,0.005,,,,
,,1173.900,0.005,,,,
,,1174.000,0.005,,,,
,,1174.100,0.004,,,,
,,1174.200,0.005,,,,
,,1174.300,0.005,,,,
,,1174.400,0.004,,,,
,,1174.500,0.005,,,,
,,1174.600,0.004,,,,
,,1174.700,0.004,,,,
,,1174.800,0.004,,,,
,,1174.900,0.004,,,,
,,1175.000,0.004,,,,
,,1175.100,0.004,,,,
,,1175.200,0.004,,,,
,,1175.300,0.003,,,,
,,1175.400,0.004,,,,
,,1175.500,0.003,,,,
,,1175.600,0.002,,,,
,,1175.700,0.003,,,,
,,1175.800,0.004,,,,
,,1175.900,0.003,,,,
,,1176.000,0.002,,,,
,,1176.100,0.002,,,,
,,1176.200,0.003,,,,
,,1176.300,0.002,,,,
,,1176.400,0.002,,,,
,,1176.500,0.002,,,,
,,1176.600,0.002,,,,
,,1176.700,0.001,,,,
,,1176.800,0.002,,,,
,,1176.900,0.002,,,,
,,1177.000,0.000,,,,
,,1177.100,6.104E-4,,,,
,,1177.200,6.104E-4,,,,
,,1177.300,0.001,,,,
,,1177.400,0.001,,,,
,,1177.500,6.104E-4,,,,
,,1177.600,0.000,,,,
,,1177.700,0.000,,,,
,,1177.800,6.104E-4,,,,
,,1177.900,0.001,,,,
,,1178.000,0.000,,,,
,,1178.100,0.000,,,,
,,1178.200,0.000,,,,
,,1178.300,0.000,,,,
,,1178.400,0.000,,,,
,,1178.500,0.000,,,,
,,1178.600,0.000,,,,
,,1178.700,0.000,,,,
,,1178.800,0.000,,,,
,,1178.900,0.000,,,,
,,1179.000,0.000,,,,
,,1179.100,0.000,,,,
,,1179.200,0.000,,,,
,,1179.300,0.000,,,,
,,1179.400,0.000,,,,
,,1179.500,0.000,,,,
,,1179.600,0.000,,,,
,,1179.700,0.000,,,,
,,1179.800,0.000,,,,
,,1179.900,0.000,,,,
,,1180.000,0.000,,,,
,,1180.100,0.000,,,,
,,1180.200,0.000,,,,
,,1180.300,0.000,,,,
,,1180.400,0.000,,,,
,,1180.500,0.000,,,,
,,1180.600,0.000,,,,
,,1180.700,0.000,,,,
,,1180.800,0.000,,,,
,,1180.900,0.000,,,,
,,1181.000,0.000,,,,
,,1181.100,0.000,,,,
,,1181.200,0.000,,,,
,,1181.300,-6.104E-4,,,,
,,1181.400,0.000,,,,
,,1181.500,0.000,,,,
,,1181.600,0.000,,,,
,,1181.700,0.000,,,,
,,1181.800,-6.104E-4,,,,
,,1181.900,0.000,,,,
,,1182.000,0.000,,,,
,,1182.100,0.000,,,,
,,1182.200,0.000,,,,
,,1182.300,0.000,,,,
,,1182.400,0.000,,,,
,,1182.500,-6.104E-4,,,,
,,1182.600,-6.104E-4,,,,
,,1182.700,0.000,,,,
,,1182.800,-0.001,,,,
,,1182.900,-6.104E-4,,,,
,,1183.000,0.000,,,,
,,1183.100,-0.001,,,,
,,1183.200,-0.002,,,,
,,1183.300,-6.104E-4,,,,
,,1183.400,-6.104E-4,,,,
,,1183.500,-0.001,,,,
,,1183.600,-6.104E-4,,,,
,,1183.700,-0.002,,,,
,,1183.800,-0.002,,,,
,,1183.900,-6.104E-4,,,,
,,1184.000,-0.003,,,,
,,1184.100,-0.002,,,,
,,1184.200,-0.002,,,,
,,1184.300,-0.002,,,,
,,1184.400,-0.002,,,,
,,1184.500,-0.002,,,,
,,1184.600,-0.004,,,,
,,1184.700,-0.002,,,,
,,1184.800,-0.004,,,,
,,1184.900,-0.002,,,,
,,1185.000,-0.002,,,,
,,1185.100,-0.004,,,,
,,1185.200,-0.003,,,,
,,1185.300,-0.002,,,,
,,1185.400,-0.004,,,,
,,1185.500,-0.002,,,,
,,1185.600,-0.006,,,,
,,1185.700,-0.005,,,,
,,1185.800,-0.005,,,,
,,1185.900,-0.005,,,,
,,1186.000,-0.007,,,,
,,1186.100,-0.005,,,,
,,1186.200,-0.005,,,,
,,1186.300,-0.007,,,,
,,1186.400,-0.005,,,,
,,1186.500,-0.007,,,,
,,1186.600,-0.006,,,,
,,1186.700,-0.006,,,,
,,1186.800,-0.007,,,,
,,1186.900,-0.005,,,,
,,1187.000,-0.007,,,,
,,1187.100,-0.007,,,,
,,1187.200,-0.007,,,,
,,1187.300,-0.007,,,,
,,1187.400,-0.007,,,,
,,1187.500,-0.008,,,,
,,1187.600,-0.007,,,,
,,1187.700,-0.007,,,,
,,1187.800,-0.007,,,,
,,1187.900,-0.007,,,,
,,1188.000,-0.008,,,,
,,1188.100,-0.008,,,,
,,1188.200,-0.008,,,,
,,1188.300,-0.009,,,,
,,1188.400,-0.009,,,,
,,1188.500,-0.009,,,,
,,1188.600,-0.009,,,,
,,1188.700,-0.009,,,,
,,1188.800,-0.009,,,,
,,1188.900,-0.009,,,,
,,1189.000,-0.009,,,,
,,1189.100,-0.009,,,,
,,1189.200,-0.010,,,,
,,1189.300,-0.010,,,,
,,1189.400,-0.010,,,,
,,1189.500,-0.009,,,,
,,1189.600,-0.009,,,,
,,1189.700,-0.009,,,,
,,1189.800,-0.009,,,,
,,1189.900,-0.010,,,,
,,1190.000,-0.009,,,,
,,1190.100,-0.009,,,,
,,1190.200,-0.010,,,,
,,1190.300,-0.009,,,,
,,1190.400,-0.009,,,,
,,1190.500,-0.010,,,,
,,1190.600,-0.009,,,,
,,1190.700,-0.009,,,,
,,1190.800,-0.010,,,,
,,1190.900,-0.010,,,,
,,1191.000,-0.010,,,,
,,1191.100,-0.010,,,,
,,1191.200,-0.009,,,,
,,1191.300,-0.010,,,,
,,1191.400,-0.010,,,,
,,1191.500,-0.010,,,,
,,1191.600,-0.010,,,,
,,1191.700,-0.010,,,,
,,1191.800,-0.010,,,,
,,1191.900,-0.010,,,,
,,1192.000,-0.010,,,,
,,1192.100,-0.010,,,,
,,1192.200,-0.010,,,,
,,1192.300,-0.010,,,,
,,1192.400,-0.010,,,,
,,1192.500,-0.010,,,,
,,1192.600,-0.010,,,,
,,1192.700,-0.010,,,,
,,1192.800,-0.010,,,,
,,1192.900,-0.010,,,,
,,1193.000,-0.010,,,,
,,1193.100,-0.010,,,,
,,1193.200,-0.010,,,,
,,1193.300,-0.010,,,,
,,1193.400,-0.010,,,,
,,1193.500,-0.010,,,,
,,1193.600,-0.010,,,,
,,1193.700,-0.010,,,,
,,1193.800,-0.010,,,,
,,1193.900,-0.010,,,,
,,1194.000,-0.010,,,,
,,1194.100,-0.010,,,,
,,1194.200,-0.010,,,,
,,1194.300,-0.011,,,,
,,1194.400,-0.010,,,,
,,1194.500,-0.010,,,,
,,1194.600,-0.010,,,,
,,1194.700,-0.010,,,,
,,1194.800,-0.010,,,,
,,1194.900,-0.010,,,,
,,1195.000,-0.010,,,,
,,1195.100,-0.010,,,,
,,1195.200,-0.012,,,,
,,1195.300,-0.011,,,,
,,1195.400,-0.012,,,,
,,1195.500,-0.012,,,,
,,1195.600,-0.011,,,,
,,1195.700,-0.012,,,,
,,1195.800,-0.012,,,,
,,1195.900,-0.012,,,,
,,1196.000,-0.012,,,,
,,1196.100,-0.012,,,,
,,1196.200,-0.011,,,,
,,1196.300,-0.013,,,,
,,1196.400,-0.012,,,,
,,1196.500,-0.012,,,,
,,1196.600,-0.013,,,,
,,1196.700,-0.013,,,,
,,1196.800,-0.012,,,,
,,1196.900,-0.013,,,,
,,1197.000,-0.012,,,,
,,1197.100,-0.013,,,,
,,1197.200,-0.013,,,,
,,1197.300,-0.012,,,,
,,1197.400,-0.013,,,,
,,1197.500,-0.013,,,,
,,1197.600,-0.013,,,,
,,1197.700,-0.013,,,,
,,1197.800,-0.013,,,,
,,1197.900,-0.013,,,,
,,1198.000,-0.013,,,,
,,1198.100,-0.014,,,,
,,1198.200,-0.015,,,,
,,1198.300,-0.014,,,,
,,1198.400,-0.014,,,,
,,1198.500,-0.014,,,,
,,1198.600,-0.015,,,,
,,1198.700,-0.015,,,,
,,1198.800,-0.014,,,,
,,1198.900,-0.015,,,,
,,1199.000,-0.014,,,,
,,1199.100,-0.014,,,,
,,1199.200,-0.015,,,,
,,1199.300,-0.015,,,,
,,1199.400,-0.015,,,,
,,1199.500,-0.015,,,,
,,1199.600,-0.015,,,,
,,1199.700,-0.014,,,,
,,1199.800,-0.015,,,,
,,1199.900,-0.014,,,,
,,1200.000,-0.014,,,,
,,1200.100,-0.015,,,,
,,1200.200,-0.015,,,,
,,1200.300,-0.015,,,,
,,1200.400,-0.015,,,,
,,1200.500,-0.015,,,,
,,1200.600,-0.015,,,,
,,1200.700,-0.015,,,,
,,1200.800,-0.015,,,,
,,1200.900,-0.015,,,,
,,1201.000,-0.015,,,,
,,1201.100,-0.015,,,,
,,1201.200,-0.015,,,,
,,1201.300,-0.015,,,,
,,1201.400,-0.015,,,,
,,1201.500,-0.015,,,,
,,1201.600,-0.015,,,,
,,1201.700,-0.015,,,,
,,1201.800,-0.015,,,,
,,1201.900,-0.015,,,,
,,1202.000,-0.015,,,,
,,1202.100,-0.015,,,,
,,1202.200,-0.015,,,,
,,1202.300,-0.015,,,,
,,1202.400,-0.015,,,,
,,1202.500,-0.015,,,,
,,1202.600,-0.015,,,,
,,1202.700,-0.015,,,,
,,1202.800,-0.015,,,,
,,1202.900,-0.015,,,,
,,1203.000,-0.015,,,,
,,1203.100,-0.015,,,,
,,1203.200,-0.015,,,,
,,1203.300,-0.015,,,,
,,1203.400,-0.015,,,,
,,1203.500,-0.015,,,,
,,1203.600,-0.015,,,,
,,1203.700,-0.015,,,,
,,1203.800,-0.015,,,,
,,1203.900,-0.015,,,,
,,1204.000,-0.015,,,,
,,1204.100,-0.015,,,,
,,1204.200,-0.015,,,,
,,1204.300,-0.015,,,,
,,1204.400,-0.016,,,,
,,1204.500,-0.016,,,,
,,1204.600,-0.016,,,,
,,1204.700,-0.017,,,,
,,1204.800,-0.016,,,,
,,1204.900,-0.016,,,,
,,1205.000,-0.016,,,,
,,1205.100,-0.016,,,,
,,1205.200,-0.016,,,,
,,1205.300,-0.017,,,,
,,1205.400,-0.016,,,,
,,1205.500,-0.016,,,,
,,1205.600,-0.015,,,,
,,1205.700,-0.016,,,,
,,1205.800,-0.016,,,,
,,1205.900,-0.016,,,,
,,1206.000,-0.016,,,,
,,1206.100,-0.016,,,,
,,1206.200,-0.016,,,,
,,1206.300,-0.016,,,,
,,1206.400,-0.017,,,,
,,1206.500,-0.016,,,,
,,1206.600,-0.017,,,,
,,1206.700,-0.017,,,,
,,1206.800,-0.015,,,,
,,1206.900,-0.016,,,,
,,1207.000,-0.016,,,,
,,1207.100,-0.016,,,,
,,1207.200,-0.016,,,,
,,1207.300,-0.015,,,,
,,1207.400,-0.016,,,,
,,1207.500,-0.016,,,,
,,1207.600,-0.016,,,,
,,1207.700,-0.016,,,,
,,1207.800,-0.016,,,,
,,1207.900,-0.017,,,,
,,1208.000,-0.018,,,,
,,1208.100,-0.016,,,,
,,1208.200,-0.017,,,,
,,1208.300,-0.016,,,,
,,1208.400,-0.017,,,,
,,1208.500,-0.017,,,,
,,1208.600,-0.017,,,,
,,1208.700,-0.016,,,,
,,1208.800,-0.017,,,,
,,1208.900,-0.016,,,,
,,1209.000,-0.017,,,,
,,1209.100,-0.016,,,,
,,1209.200,-0.016,,,,
,,1209.300,-0.016,,,,
,,1209.400,-0.018,,,,
,,1209.500,-0.017,,,,
,,1209.600,-0.016,,,,
,,1209.700,-0.015,,,,
,,1209.800,-0.015,,,,
,,1209.900,-0.016,,,,
,,1210.000,-0.015,,,,
,,1210.100,-0.015,,,,
,,1210.200,-0.015,,,,
,,1210.300,-0.015,,,,
,,1210.400,-0.015,,,,
,,1210.500,-0.015,,,,
,,1210.600,-0.015,,,,
,,1210.700,-0.015,,,,
,,1210.800,-0.015,,,,
,,1210.900,-0.015,,,,
,,1211.000,-0.014,,,,
,,1211.100,-0.014,,,,
,,1211.200,-0.015,,,,
,,1211.300,-0.015,,,,
,,1211.400,-0.013,,,,
,,1211.500,-0.014,,,,
,,1211.600,-0.012,,,,
,,1211.700,-0.011,,,,
,,1211.800,-0.011,,,,
,,1211.900,-0.010,,,,
,,1212.000,-0.010,,,,
,,1212.100,-0.010,,,,
,,1212.200,-0.010,,,,
,,1212.300,-0.010,,,,
,,1212.400,-0.010,,,,
,,1212.500,-0.010,,,,
,,1212.600,-0.007,,,,
,,1212.700,-0.009,,,,
,,1212.800,-0.006,,,,
,,1212.900,-0.005,,,,
,,1213.000,-0.004,,,,
,,1213.100,-0.003,,,,
,,1213.200,-0.002,,,,
,,1213.300,-0.002,,,,
,,1213.400,0.000,,,,
,,1213.500,0.000,,,,
,,1213.600,0.000,,,,
,,1213.700,0.000,,,,
,,1213.800,0.000,,,,
,,1213.900,0.000,,,,
,,1214.000,0.000,,,,
,,1214.100,0.000,,,,
,,1214.200,0.000,,,,
,,1214.300,0.001,,,,
,,1214.400,0.002,,,,
,,1214.500,0.001,,,,
,,1214.600,0.002,,,,
,,1214.700,0.003,,,,
,,1214.800,0.002,,,,
,,1214.900,0.003,,,,
,,1215.000,0.004,,,,
,,1215.100,0.004,,,,
,,1215.200,0.005,,,,
,,1215.300,0.004,,,,
,,1215.400,0.004,,,,
,,1215.500,0.004,,,,
,,1215.600,0.005,,,,
,,1215.700,0.005,,,,
,,1215.800,0.005,,,,
,,1215.900,0.004,,,,
,,1216.000,0.005,,,,
,,1216.100,0.005,,,,
,,1216.200,0.005,,,,
,,1216.300,0.005,,,,
,,1216.400,0.005,,,,
,,1216.500,0.005,,,,
,,1216.600,0.005,,,,
,,1216.700,0.005,,,,
,,1216.800,0.005,,,,
,,1216.900,0.005,,,,
,,1217.000,0.005,,,,
,,1217.100,0.005,,,,
,,1217.200,0.006,,,,
,,1217.300,0.006,,,,
,,1217.400,0.007,,,,
,,1217.500,0.006,,,,
,,1217.600,0.007,,,,
,,1217.700,0.005,,,,
,,1217.800,0.005,,,,
,,1217.900,0.005,,,,
,,1218.000,0.006,,,,
,,1218.100,0.007,,,,
,,1218.200,0.006,,,,
,,1218.300,0.007,,,,
,,1218.400,0.007,,,,
,,1218.500,0.007,,,,
,,1218.600,0.007,,,,
,,1218.700,0.007,,,,
,,1218.800,0.007,,,,
,,1218.900,0.007,,,,
,,1219.000,0.007,,,,
,,1219.100,0.007,,,,
,,1219.200,0.007,,,,
,,1219.300,0.007,,,,
,,1219.400,0.008,,,,
,,1219.500,0.006,,,,
,,1219.600,0.006,,,,
,,1219.700,0.007,,,,
,,1219.800,0.009,,,,
,,1219.900,0.007,,,,
,,1220.000,0.007,,,,
,,1220.100,0.007,,,,
,,1220.200,0.008,,,,
,,1220.300,0.006,,,,
,,1220.400,0.008,,,,
,,1220.500,0.007,,,,
,,1220.600,0.007,,,,
,,1220.700,0.007,,,,
,,1220.800,0.006,,,,
,,1220.900,0.007,,,,
,,1221.000,0.007,,,,
,,1221.100,0.007,,,,
,,1221.200,0.007,,,,
,,1221.300,0.007,,,,
,,1221.400,0.007,,,,
,,1221.500,0.006,,,,
,,1221.600,0.006,,,,
,,1221.700,0.006,,,,
,,1221.800,0.006,,,,
,,1221.900,0.005,,,,
,,1222.000,0.005,,,,
,,1222.100,0.005,,,,
,,1222.200,0.006,,,,
,,1222.300,0.005,,,,
,,1222.400,0.005,,,,
,,1222.500,0.005,,,,
,,1222.600,0.005,,,,
,,1222.700,0.005,,,,
,,1222.800,0.005,,,,
,,1222.900,0.005,,,,
,,1223.000,0.005,,,,
,,1223.100,0.005,,,,
,,1223.200,0.005,,,,
,,1223.300,0.005,,,,
,,1223.400,0.005,,,,
,,1223.500,0.005,,,,
,,1223.600,0.005,,,,
,,1223.700,0.005,,,,
,,1223.800,0.005,,,,
,,1223.900,0.005,,,,
,,1224.000,0.005,,,,
,,1224.100,0.004,,,,
,,1224.200,0.005,,,,
,,1224.300,0.005,,,,
,,1224.400,0.005,,,,
,,1224.500,0.005,,,,
,,1224.600,0.004,,,,
,,1224.700,0.004,,,,
,,1224.800,0.004,,,,
,,1224.900,0.004,,,,
,,1225.000,0.004,,,,
,,1225.100,0.005,,,,
,,1225.200,0.004,,,,
,,1225.300,0.004,,,,
,,1225.400,0.004,,,,
,,1225.500,0.003,,,,
,,1225.600,0.004,,,,
,,1225.700,0.003,,,,
,,1225.800,0.002,,,,
,,1225.900,0.002,,,,
,,1226.000,0.002,,,,
,,1226.100,0.002,,,,
,,1226.200,0.002,,,,
,,1226.300,0.002,,,,
,,1226.400,0.002,,,,
,,1226.500,0.001,,,,
,,1226.600,6.104E-4,,,,
,,1226.700,0.002,,,,
,,1226.800,6.104E-4,,,,
,,1226.900,6.104E-4,,,,
,,1227.000,0.000,,,,
,,1227.100,6.104E-4,,,,
,,1227.200,6.104E-4,,,,
,,1227.300,0.000,,,,
,,1227.400,6.104E-4,,,,
,,1227.500,0.000,,,,
,,1227.600,0.000,,,,
,,1227.700,0.000,,,,
,,1227.800,0.000,,,,
,,1227.900,0.000,,,,
,,1228.000,0.000,,,,
,,1228.100,0.000,,,,
,,1228.200,0.000,,,,
,,1228.300,0.000,,,,
,,1228.400,0.000,,,,
,,1228.500,0.000,,,,
,,1228.600,0.000,,,,
,,1228.700,0.000,,,,
,,1228.800,0.000,,,,
,,1228.900,0.000,,,,
,,1229.000,0.000,,,,
,,1229.100,0.000,,,,
,,1229.200,0.000,,,,
,,1229.300,0.000,,,,
,,1229.400,0.000,,,,
,,1229.500,0.000,,,,
,,1229.600,0.000,,,,
,,1229.700,-6.104E-4,,,,
,,1229.800,-6.104E-4,,,,
,,1229.900,0.000,,,,
,,1230.000,0.000,,,,
,,1230.100,-6.104E-4,,,,
,,1230.200,-6.104E-4,,,,
,,1230.300,0.000,,,,
,,1230.400,-0.002,,,,
,,1230.500,-0.001,,,,
,,1230.600,-6.104E-4,,,,
,,1230.700,-0.001,,,,
,,1230.800,-0.002,,,,
,,1230.900,-0.003,,,,
,,1231.000,-0.002,,,,
,,1231.100,-0.002,,,,
,,1231.200,-0.002,,,,
,,1231.300,-0.003,,,,
,,1231.400,-0.005,,,,
,,1231.500,-0.004,,,,
,,1231.600,-0.005,,,,
,,1231.700,-0.005,,,,
,,1231.800,-0.007,,,,
,,1231.900,-0.007,,,,
,,1232.000,-0.007,,,,
,,1232.100,-0.005,,,,
,,1232.200,-0.007,,,,
,,1232.300,-0.007,,,,
,,1232.400,-0.008,,,,
,,1232.500,-0.007,,,,
,,1232.600,-0.008,,,,
,,1232.700,-0.007,,,,
